Средний балл,Среднее кол-во У в месяц,Среднее кол-во Б в месяц,Среднее кол-во Н в месяц,Успешный
3.735294117647059,2.8,0.0,0.6,0
3.689655172413793,2.8,0.0,0.6,0
3.692307692307693,2.8,0.0,0.6,0
3.607142857142857,2.8,0.0,0.6,0
3.794117647058824,2.8,0.0,0.6,0
3.763157894736842,12.333333333333334,4.666666666666667,3.2222222222222223,0
3.65625,12.333333333333334,4.666666666666667,3.2222222222222223,0
3.5609756097560976,12.333333333333334,4.666666666666667,3.2222222222222223,0
3.803030303030303,12.333333333333334,4.666666666666667,3.2222222222222223,0
3.6,12.333333333333334,4.666666666666667,3.2222222222222223,0
3.7,12.333333333333334,4.666666666666667,3.2222222222222223,0
3.75,12.333333333333334,4.666666666666667,3.2222222222222223,0
3.6538461538461537,12.333333333333334,4.666666666666667,3.2222222222222223,0
3.7857142857142856,12.333333333333334,4.666666666666667,3.2222222222222223,0
3.8125,5.625,7.375,0.875,1
3.857142857142857,5.625,7.375,0.875,1
3.975,5.625,7.375,0.875,1
3.5681818181818183,5.625,7.375,0.875,1
3.96875,5.625,7.375,0.875,1
3.934782608695652,5.625,7.375,0.875,1
3.866666666666666,5.625,7.375,0.875,1
3.9615384615384617,5.625,7.375,0.875,1
3.7777777777777777,5.625,7.375,0.875,1
4.421052631578948,2.833333333333333,6.333333333333333,0.5,1
4.366666666666666,2.833333333333333,6.333333333333333,0.5,1
4.3,2.833333333333333,6.333333333333333,0.5,1
4.328125,2.833333333333333,6.333333333333333,0.5,1
4.25925925925926,2.833333333333333,6.333333333333333,0.5,1
4.282608695652174,2.833333333333333,6.333333333333333,0.5,1
4.35,2.833333333333333,6.333333333333333,0.5,1
4.15,2.833333333333333,6.333333333333333,0.5,1
4.055555555555555,2.833333333333333,6.333333333333333,0.5,1
3.6875,7.555555555555555,4.222222222222222,0.5555555555555556,1
3.7,7.555555555555555,4.222222222222222,0.5555555555555556,1
4.0,7.555555555555555,4.222222222222222,0.5555555555555556,1
3.774193548387097,7.555555555555555,4.222222222222222,0.5555555555555556,1
4.241379310344827,7.555555555555555,4.222222222222222,0.5555555555555556,1
3.772727272727273,7.555555555555555,4.222222222222222,0.5555555555555556,1
4.3,7.555555555555555,4.222222222222222,0.5555555555555556,1
4.017241379310345,7.555555555555555,4.222222222222222,0.5555555555555556,1
3.8,7.555555555555555,4.222222222222222,0.5555555555555556,1
4.043478260869565,0.2,12.6,1.2,1
4.290322580645161,0.2,12.6,1.2,1
4.0,0.2,12.6,1.2,1
4.222222222222222,0.2,12.6,1.2,1
4.314285714285714,0.2,12.6,1.2,1
4.120689655172414,0.2,12.6,1.2,1
4.434782608695652,0.2,12.6,1.2,1
4.055555555555555,0.2,12.6,1.2,1
4.294117647058823,0.2,12.6,1.2,1
4.146341463414634,5.333333333333333,5.166666666666667,0.5,1
3.985294117647059,5.333333333333333,5.166666666666667,0.5,1
4.190476190476191,5.333333333333333,5.166666666666667,0.5,1
4.283783783783784,5.333333333333333,5.166666666666667,0.5,1
4.375,5.333333333333333,5.166666666666667,0.5,1
4.138888888888889,5.333333333333333,5.166666666666667,0.5,1
4.208333333333333,5.333333333333333,5.166666666666667,0.5,1
4.209302325581396,5.333333333333333,5.166666666666667,0.5,1
4.366666666666666,5.333333333333333,5.166666666666667,0.5,1
3.8780487804878048,7.0,4.25,1.875,1
4.208333333333333,7.0,4.25,1.875,1
4.190476190476191,7.0,4.25,1.875,1
4.203703703703703,7.0,4.25,1.875,1
4.397435897435898,7.0,4.25,1.875,1
4.0,7.0,4.25,1.875,1
4.318181818181818,7.0,4.25,1.875,1
4.205882352941177,7.0,4.25,1.875,1
4.2631578947368425,7.0,4.25,1.875,1
4.186046511627907,3.875,4.25,0.25,1
4.115384615384615,3.875,4.25,0.25,1
4.371428571428571,3.875,4.25,0.25,1
4.230769230769231,3.875,4.25,0.25,1
4.206896551724138,3.875,4.25,0.25,1
4.112903225806452,3.875,4.25,0.25,1
4.2,3.875,4.25,0.25,1
4.386363636363637,3.875,4.25,0.25,1
4.277777777777778,3.875,4.25,0.25,1
4.439024390243903,5.25,9.25,0.875,1
4.333333333333333,5.25,9.25,0.875,1
4.282051282051282,5.25,9.25,0.875,1
4.241379310344827,5.25,9.25,0.875,1
4.285714285714286,5.25,9.25,0.875,1
4.28125,5.25,9.25,0.875,1
4.5,5.25,9.25,0.875,1
4.46969696969697,5.25,9.25,0.875,1
4.357142857142857,5.25,9.25,0.875,1
4.318181818181818,1.875,2.0,1.25,1
4.479166666666667,1.875,2.0,1.25,1
4.361111111111111,1.875,2.0,1.25,1
4.580645161290323,1.875,2.0,1.25,1
4.323529411764706,1.875,2.0,1.25,1
4.3,1.875,2.0,1.25,1
4.190476190476191,1.875,2.0,1.25,1
4.35,1.875,2.0,1.25,1
4.357142857142857,1.875,2.0,1.25,1
4.409090909090909,3.333333333333333,0.1666666666666666,1.6666666666666667,1
4.448275862068965,3.333333333333333,0.1666666666666666,1.6666666666666667,1
4.32258064516129,3.333333333333333,0.1666666666666666,1.6666666666666667,1
4.2727272727272725,3.333333333333333,0.1666666666666666,1.6666666666666667,1
4.388888888888889,3.333333333333333,0.1666666666666666,1.6666666666666667,1
4.25925925925926,3.333333333333333,0.1666666666666666,1.6666666666666667,1
4.217391304347826,3.333333333333333,0.1666666666666666,1.6666666666666667,1
4.523255813953488,3.333333333333333,0.1666666666666666,1.6666666666666667,1
4.233333333333333,3.333333333333333,0.1666666666666666,1.6666666666666667,1
4.041666666666667,4.714285714285714,0.8571428571428571,0.5714285714285714,1
3.9375,4.714285714285714,0.8571428571428571,0.5714285714285714,1
3.871794871794872,4.714285714285714,0.8571428571428571,0.5714285714285714,1
3.852941176470588,4.714285714285714,0.8571428571428571,0.5714285714285714,1
4.145161290322581,4.714285714285714,0.8571428571428571,0.5714285714285714,1
3.8846153846153846,4.714285714285714,0.8571428571428571,0.5714285714285714,1
4.130434782608695,4.714285714285714,0.8571428571428571,0.5714285714285714,1
3.891304347826087,4.714285714285714,0.8571428571428571,0.5714285714285714,1
3.84375,4.714285714285714,0.8571428571428571,0.5714285714285714,1
4.232558139534884,7.0,0.8,0.6,1
4.064516129032258,7.0,0.8,0.6,1
4.15625,7.0,0.8,0.6,1
4.016666666666667,7.0,0.8,0.6,1
4.176470588235294,7.0,0.8,0.6,1
3.9038461538461537,7.0,0.8,0.6,1
4.0,7.0,0.8,0.6,1
3.977272727272727,7.0,0.8,0.6,1
3.8055555555555554,7.0,0.8,0.6,1
4.304347826086956,5.571428571428571,1.5714285714285714,1.0,1
4.344827586206897,5.571428571428571,1.5714285714285714,1.0,1
4.352941176470588,5.571428571428571,1.5714285714285714,1.0,1
4.134615384615385,5.571428571428571,1.5714285714285714,1.0,1
4.258620689655173,5.571428571428571,1.5714285714285714,1.0,1
4.173076923076923,5.571428571428571,1.5714285714285714,1.0,1
4.095238095238095,5.571428571428571,1.5714285714285714,1.0,1
4.2,5.571428571428571,1.5714285714285714,1.0,1
4.25,5.571428571428571,1.5714285714285714,1.0,1
4.702702702702703,3.142857142857143,0.8571428571428571,1.1428571428571428,1
4.671875,3.142857142857143,0.8571428571428571,1.1428571428571428,1
4.684210526315789,3.142857142857143,0.8571428571428571,1.1428571428571428,1
4.788461538461538,3.142857142857143,0.8571428571428571,1.1428571428571428,1
4.655172413793103,3.142857142857143,0.8571428571428571,1.1428571428571428,1
4.85,3.142857142857143,0.8571428571428571,1.1428571428571428,1
4.789473684210527,3.142857142857143,0.8571428571428571,1.1428571428571428,1
4.688888888888889,3.142857142857143,0.8571428571428571,1.1428571428571428,1
4.764705882352941,3.142857142857143,0.8571428571428571,1.1428571428571428,1
4.294117647058823,5.8,3.4,0.0,1
4.204081632653061,5.8,3.4,0.0,1
4.641025641025641,5.8,3.4,0.0,1
4.454545454545454,5.8,3.4,0.0,1
4.555555555555555,5.8,3.4,0.0,1
4.516129032258065,5.8,3.4,0.0,1
4.304347826086956,5.8,3.4,0.0,1
4.208333333333333,5.8,3.4,0.0,1
3.9737529294656952,5.8,3.4,0.0,1
4.777777777777778,18.666666666666668,0.0,1.3333333333333333,1
4.804347826086956,18.666666666666668,0.0,1.3333333333333333,1
4.956521739130435,18.666666666666668,0.0,1.3333333333333333,1
4.9393939393939394,18.666666666666668,0.0,1.3333333333333333,1
4.928571428571429,18.666666666666668,0.0,1.3333333333333333,1
5.0,18.666666666666668,0.0,1.3333333333333333,1
4.982758620689655,18.666666666666668,0.0,1.3333333333333333,1
4.769230769230769,18.666666666666668,0.0,1.3333333333333333,1
3.9737529294656952,18.666666666666668,0.0,1.3333333333333333,1
4.166666666666667,4.428571428571429,4.857142857142857,1.1428571428571428,1
3.655555555555555,4.428571428571429,4.857142857142857,1.1428571428571428,1
3.797297297297298,4.428571428571429,4.857142857142857,1.1428571428571428,1
4.052631578947368,4.428571428571429,4.857142857142857,1.1428571428571428,1
3.96875,4.428571428571429,4.857142857142857,1.1428571428571428,1
4.068965517241379,4.428571428571429,4.857142857142857,1.1428571428571428,1
3.857142857142857,4.428571428571429,4.857142857142857,1.1428571428571428,1
3.6818181818181817,4.428571428571429,4.857142857142857,1.1428571428571428,1
3.9737529294656952,4.428571428571429,4.857142857142857,1.1428571428571428,1
4.285714285714286,20.4,0.0,0.8,1
4.648936170212766,20.4,0.0,0.8,1
4.878378378378378,20.4,0.0,0.8,1
4.714285714285714,20.4,0.0,0.8,1
4.827586206896552,20.4,0.0,0.8,1
4.75,20.4,0.0,0.8,1
5.0,20.4,0.0,0.8,1
4.666666666666667,20.4,0.0,0.8,1
3.9737529294656952,20.4,0.0,0.8,1
4.257142857142857,6.571428571428571,0.0,0.5714285714285714,1
4.25,6.571428571428571,0.0,0.5714285714285714,1
4.346153846153846,6.571428571428571,0.0,0.5714285714285714,1
4.1875,6.571428571428571,0.0,0.5714285714285714,1
4.405405405405405,6.571428571428571,0.0,0.5714285714285714,1
4.0,6.571428571428571,0.0,0.5714285714285714,1
4.055555555555555,6.571428571428571,0.0,0.5714285714285714,1
4.181818181818182,6.571428571428571,0.0,0.5714285714285714,1
3.9737529294656952,6.571428571428571,0.0,0.5714285714285714,1
4.193548387096774,6.5,0.0,0.5,1
4.288888888888889,6.5,0.0,0.5,1
4.527777777777778,6.5,0.0,0.5,1
4.294117647058823,6.5,0.0,0.5,1
4.314285714285714,6.5,0.0,0.5,1
4.310344827586207,6.5,0.0,0.5,1
4.357142857142857,6.5,0.0,0.5,1
4.0,6.5,0.0,0.5,1
3.9737529294656952,6.5,0.0,0.5,1
4.193548387096774,4.5,3.8333333333333335,0.1666666666666666,1
3.90625,4.5,3.8333333333333335,0.1666666666666666,1
4.2317073170731705,4.5,3.8333333333333335,0.1666666666666666,1
4.181818181818182,4.5,3.8333333333333335,0.1666666666666666,1
4.151515151515151,4.5,3.8333333333333335,0.1666666666666666,1
4.238095238095238,4.5,3.8333333333333335,0.1666666666666666,1
4.1923076923076925,4.5,3.8333333333333335,0.1666666666666666,1
3.7916666666666665,4.5,3.8333333333333335,0.1666666666666666,1
3.9737529294656952,4.5,3.8333333333333335,0.1666666666666666,1
3.8620689655172415,5.75,0.0,1.75,0
3.6354166666666665,5.75,0.0,1.75,0
3.4047619047619047,5.75,0.0,1.75,0
3.625,5.75,0.0,1.75,0
3.657142857142857,5.75,0.0,1.75,0
3.5,5.75,0.0,1.75,0
3.6666666666666665,5.75,0.0,1.75,0
3.75,5.75,0.0,1.75,0
3.9737529294656952,5.75,0.0,1.75,0
3.689655172413793,2.25,15.0,1.125,0
3.5408163265306123,2.25,15.0,1.125,0
3.947368421052632,2.25,15.0,1.125,0
3.764705882352941,2.25,15.0,1.125,0
4.037037037037037,2.25,15.0,1.125,0
3.4814814814814814,2.25,15.0,1.125,0
3.7916666666666665,2.25,15.0,1.125,0
3.357142857142857,2.25,15.0,1.125,0
3.9737529294656952,2.25,15.0,1.125,0
3.684210526315789,7.125,15.0,1.0,0
3.476744186046512,7.125,15.0,1.0,0
3.272727272727273,7.125,15.0,1.0,0
3.7857142857142856,7.125,15.0,1.0,0
4.0,7.125,15.0,1.0,0
3.807692307692308,7.125,15.0,1.0,0
3.9,7.125,15.0,1.0,0
3.1666666666666665,7.125,15.0,1.0,0
3.9737529294656952,7.125,15.0,1.0,0
4.409090909090909,1.75,7.25,0.0,1
4.083333333333333,1.75,7.25,0.0,1
4.142857142857143,1.75,7.25,0.0,1
4.233333333333333,1.75,7.25,0.0,1
4.235294117647059,1.75,7.25,0.0,1
4.5,1.75,7.25,0.0,1
4.392857142857143,1.75,7.25,0.0,1
4.166666666666667,1.75,7.25,0.0,1
3.9737529294656952,1.75,7.25,0.0,1
3.793103448275862,5.714285714285714,7.857142857142857,0.4285714285714285,0
3.63953488372093,5.714285714285714,7.857142857142857,0.4285714285714285,0
3.546511627906977,5.714285714285714,7.857142857142857,0.4285714285714285,0
3.6296296296296298,5.714285714285714,7.857142857142857,0.4285714285714285,0
3.764705882352941,5.714285714285714,7.857142857142857,0.4285714285714285,0
3.764705882352941,5.714285714285714,7.857142857142857,0.4285714285714285,0
3.5384615384615383,5.714285714285714,7.857142857142857,0.4285714285714285,0
3.5,5.714285714285714,7.857142857142857,0.4285714285714285,0
3.9737529294656952,5.714285714285714,7.857142857142857,0.4285714285714285,0
4.0625,1.5,17.75,0.5,1
4.19,1.5,17.75,0.5,1
4.181818181818182,1.5,17.75,0.5,1
4.303030303030303,1.5,17.75,0.5,1
4.351351351351352,1.5,17.75,0.5,1
4.45,1.5,17.75,0.5,1
4.375,1.5,17.75,0.5,1
3.9583333333333335,1.5,17.75,0.5,1
3.9737529294656952,1.5,17.75,0.5,1
4.037037037037037,5.2,12.4,0.0,1
4.041666666666667,5.2,12.4,0.0,1
4.142857142857143,5.2,12.4,0.0,1
4.151515151515151,5.2,12.4,0.0,1
4.176470588235294,5.2,12.4,0.0,1
4.08,5.2,12.4,0.0,1
4.0,5.2,12.4,0.0,1
3.75,5.2,12.4,0.0,1
3.9737529294656952,5.2,12.4,0.0,1
4.064516129032258,5.875,3.875,1.75,1
4.048780487804878,5.875,3.875,1.75,1
3.8552631578947367,5.875,3.875,1.75,1
4.185185185185185,5.875,3.875,1.75,1
3.5185185185185186,5.875,3.875,1.75,1
4.103448275862069,5.875,3.875,1.75,1
3.9038461538461537,5.875,3.875,1.75,1
3.4,5.875,3.875,1.75,1
3.9737529294656952,5.875,3.875,1.75,1
4.4,1.4,20.4,0.6,1
4.176470588235294,1.4,20.4,0.6,1
4.348837209302325,1.4,20.4,0.6,1
4.28125,1.4,20.4,0.6,1
4.302631578947368,1.4,20.4,0.6,1
4.172413793103448,1.4,20.4,0.6,1
3.9,1.4,20.4,0.6,1
4.076923076923077,1.4,20.4,0.6,1
3.9737529294656952,1.4,20.4,0.6,1
4.090909090909091,2.8,12.4,1.0,1
3.8125,2.8,12.4,1.0,1
3.8333333333333335,2.8,12.4,1.0,1
4.035714285714286,2.8,12.4,1.0,1
3.9166666666666665,2.8,12.4,1.0,1
4.064516129032258,2.8,12.4,1.0,1
4.142857142857143,2.8,12.4,1.0,1
3.583333333333333,2.8,12.4,1.0,1
3.9737529294656952,2.8,12.4,1.0,1
4.181818181818182,4.333333333333333,5.666666666666667,0.3333333333333333,1
4.117021276595745,4.333333333333333,5.666666666666667,0.3333333333333333,1
4.161764705882353,4.333333333333333,5.666666666666667,0.3333333333333333,1
4.235294117647059,4.333333333333333,5.666666666666667,0.3333333333333333,1
4.088235294117647,4.333333333333333,5.666666666666667,0.3333333333333333,1
4.166666666666667,4.333333333333333,5.666666666666667,0.3333333333333333,1
4.288461538461538,4.333333333333333,5.666666666666667,0.3333333333333333,1
3.590909090909091,4.333333333333333,5.666666666666667,0.3333333333333333,1
3.9737529294656952,4.333333333333333,5.666666666666667,0.3333333333333333,1
4.108108108108108,5.333333333333333,0.0,0.6666666666666666,1
3.967391304347826,5.333333333333333,0.0,0.6666666666666666,1
4.135135135135135,5.333333333333333,0.0,0.6666666666666666,1
4.138888888888889,5.333333333333333,0.0,0.6666666666666666,1
4.142857142857143,5.333333333333333,0.0,0.6666666666666666,1
4.2,5.333333333333333,0.0,0.6666666666666666,1
4.12,5.333333333333333,0.0,0.6666666666666666,1
3.909090909090909,5.333333333333333,0.0,0.6666666666666666,1
3.9737529294656952,5.333333333333333,0.0,0.6666666666666666,1
3.44,0.3333333333333333,11.333333333333334,0.3333333333333333,0
3.7083333333333335,0.3333333333333333,11.333333333333334,0.3333333333333333,0
3.595238095238096,0.3333333333333333,11.333333333333334,0.3333333333333333,0
3.9375,0.3333333333333333,11.333333333333334,0.3333333333333333,0
3.675675675675676,0.3333333333333333,11.333333333333334,0.3333333333333333,0
3.8,0.3333333333333333,11.333333333333334,0.3333333333333333,0
3.6052631578947367,0.3333333333333333,11.333333333333334,0.3333333333333333,0
3.75,0.3333333333333333,11.333333333333334,0.3333333333333333,0
3.9737529294656952,0.3333333333333333,11.333333333333334,0.3333333333333333,0
4.111111111111111,0.875,22.315625,0.75,0
3.532608695652174,0.875,22.315625,0.75,0
3.627906976744186,0.875,22.315625,0.75,0
3.925925925925926,0.875,22.315625,0.75,0
3.68,0.875,22.315625,0.75,0
3.8125,0.875,22.315625,0.75,0
3.8125,0.875,22.315625,0.75,0
2.6984687609687614,0.875,22.315625,0.75,0
3.9737529294656952,0.875,22.315625,0.75,0
4.16,5.2,6.4,0.4,1
4.029411764705882,5.2,6.4,0.4,1
4.035714285714286,5.2,6.4,0.4,1
4.166666666666667,5.2,6.4,0.4,1
4.090909090909091,5.2,6.4,0.4,1
4.260869565217392,5.2,6.4,0.4,1
4.384615384615385,5.2,6.4,0.4,1
3.9583333333333335,5.2,6.4,0.4,1
3.9737529294656952,5.2,6.4,0.4,1
4.5625,4.6,1.2,1.0,1
4.648148148148148,4.6,1.2,1.0,1
4.764705882352941,4.6,1.2,1.0,1
4.827586206896552,4.6,1.2,1.0,1
4.672413793103448,4.6,1.2,1.0,1
4.793103448275862,4.6,1.2,1.0,1
4.764705882352941,4.6,1.2,1.0,1
4.6,4.6,1.2,1.0,1
3.9737529294656952,4.6,1.2,1.0,1
